NA	NA-NA	NA
almost_DATE	1-WORD&NER	5
al_PERSON	1-WORD&NER	4
american_NORP	1-WORD&NER	35
american_ORG	1-WORD&NER	6
america_GPE	1-WORD&NER	64
america_LOC	1-WORD&NER	9
appalachian_NORP	1-WORD&NER	3
around_CARDINAL	1-WORD&NER	4
asia_LOC	1-WORD&NER	4
at_CARDINAL	1-WORD&NER	5
australia_GPE	1-WORD&NER	10
a_CARDINAL	1-WORD&NER	6
a_DATE	1-WORD&NER	36
a_MONEY	1-WORD&NER	4
a_QUANTITY	1-WORD&NER	3
bad_DATE	1-WORD&NER	3
biko_PERSON	1-WORD&NER	5
billions_CARDINAL	1-WORD&NER	3
british_NORP	1-WORD&NER	7
california_GPE	1-WORD&NER	13
canada_GPE	1-WORD&NER	4
city_GPE	1-WORD&NER	4
county_GPE	1-WORD&NER	4
couple_DATE	1-WORD&NER	6
cross_ORG	1-WORD&NER	3
daily_DATE	1-WORD&NER	10
dakota_LOC	1-WORD&NER	3
days_DATE	1-WORD&NER	43
day_DATE	1-WORD&NER	79
decades_DATE	1-WORD&NER	15
democratic_NORP	1-WORD&NER	3
department_ORG	1-WORD&NER	3
dollars_MONEY	1-WORD&NER	12
each_DATE	1-WORD&NER	7
early_DATE	1-WORD&NER	6
earth_LOC	1-WORD&NER	21
east_LOC	1-WORD&NER	36
england_GPE	1-WORD&NER	3
erika_PERSON	1-WORD&NER	15
every_DATE	1-WORD&NER	17
few_DATE	1-WORD&NER	15
first_DATE	1-WORD&NER	3
first_ORDINAL	1-WORD&NER	64
five_CARDINAL	1-WORD&NER	10
flint_GPE	1-WORD&NER	6
four_CARDINAL	1-WORD&NER	13
four_DATE	1-WORD&NER	5
friend_ORG	1-WORD&NER	4
god_PERSON	1-WORD&NER	4
government_ORG	1-WORD&NER	3
guardianship_PERSON	1-WORD&NER	6
half_CARDINAL	1-WORD&NER	11
halloween_DATE	1-WORD&NER	4
health_ORG	1-WORD&NER	4
hello_ORG	1-WORD&NER	3
hollywood_GPE	1-WORD&NER	6
hours_TIME	1-WORD&NER	13
hour_TIME	1-WORD&NER	4
house_ORG	1-WORD&NER	7
hundreds_CARDINAL	1-WORD&NER	13
iraqi_NORP	1-WORD&NER	11
isis_ORG	1-WORD&NER	21
islamic_NORP	1-WORD&NER	7
islamic_ORG	1-WORD&NER	4
jordan_GPE	1-WORD&NER	4
jordan_PERSON	1-WORD&NER	3
just_DATE	1-WORD&NER	4
keisha_PERSON	1-WORD&NER	3
last_DATE	1-WORD&NER	18
later_DATE	1-WORD&NER	9
late_DATE	1-WORD&NER	3
many_DATE	1-WORD&NER	4
may_DATE	1-WORD&NER	4
meantime_ORG	1-WORD&NER	3
michigan_GPE	1-WORD&NER	4
middle_LOC	1-WORD&NER	37
millions_CARDINAL	1-WORD&NER	12
millions_MONEY	1-WORD&NER	6
million_CARDINAL	1-WORD&NER	13
million_MONEY	1-WORD&NER	3
million_QUANTITY	1-WORD&NER	4
minutes_TIME	1-WORD&NER	3
month_DATE	1-WORD&NER	10
moore_PERSON	1-WORD&NER	4
more_CARDINAL	1-WORD&NER	11
more_DATE	1-WORD&NER	3
more_PERCENT	1-WORD&NER	5
more_QUANTITY	1-WORD&NER	3
morning_TIME	1-WORD&NER	9
national_ORG	1-WORD&NER	7
nations_ORG	1-WORD&NER	3
native_NORP	1-WORD&NER	8
new_GPE	1-WORD&NER	10
next_DATE	1-WORD&NER	13
night_TIME	1-WORD&NER	9
north_GPE	1-WORD&NER	10
north_LOC	1-WORD&NER	5
obama_GPE	1-WORD&NER	6
obama_LOC	1-WORD&NER	4
obama_PERSON	1-WORD&NER	11
obese_NORP	1-WORD&NER	3
of_CARDINAL	1-WORD&NER	6
of_DATE	1-WORD&NER	17
of_GPE	1-WORD&NER	4
of_MONEY	1-WORD&NER	8
of_ORG	1-WORD&NER	16
old_DATE	1-WORD&NER	38
one_CARDINAL	1-WORD&NER	131
one_DATE	1-WORD&NER	15
one_TIME	1-WORD&NER	4
only_CARDINAL	1-WORD&NER	8
only_DATE	1-WORD&NER	4
or_DATE	1-WORD&NER	3
other_DATE	1-WORD&NER	7
over_CARDINAL	1-WORD&NER	12
over_DATE	1-WORD&NER	4
pakistan_GPE	1-WORD&NER	9
paris_GPE	1-WORD&NER	13
paris_ORG	1-WORD&NER	3
party_ORG	1-WORD&NER	5
past_DATE	1-WORD&NER	7
percent_PERCENT	1-WORD&NER	12
recent_DATE	1-WORD&NER	4
red_ORG	1-WORD&NER	4
republican_NORP	1-WORD&NER	8
rhinos_NORP	1-WORD&NER	5
rhino_NORP	1-WORD&NER	4
river_LOC	1-WORD&NER	3
saturday_DATE	1-WORD&NER	4
saudi_NORP	1-WORD&NER	5
second_ORDINAL	1-WORD&NER	20
seven_CARDINAL	1-WORD&NER	4
seven_DATE	1-WORD&NER	3
six_CARDINAL	1-WORD&NER	5
six_DATE	1-WORD&NER	4
society_ORG	1-WORD&NER	3
south_GPE	1-WORD&NER	12
south_LOC	1-WORD&NER	4
square_QUANTITY	1-WORD&NER	4
states_GPE	1-WORD&NER	36
state_ORG	1-WORD&NER	6
ten_DATE	1-WORD&NER	4
than_CARDINAL	1-WORD&NER	11
than_DATE	1-WORD&NER	4
than_PERCENT	1-WORD&NER	6
that_DATE	1-WORD&NER	3
their_DATE	1-WORD&NER	4
these_DATE	1-WORD&NER	20
the_DATE	1-WORD&NER	73
the_EVENT	1-WORD&NER	12
the_FAC	1-WORD&NER	6
the_GPE	1-WORD&NER	33
the_LAW	1-WORD&NER	5
the_LOC	1-WORD&NER	39
the_ORG	1-WORD&NER	55
the_PRODUCT	1-WORD&NER	3
third_CARDINAL	1-WORD&NER	3
third_ORDINAL	1-WORD&NER	11
thirty_CARDINAL	1-WORD&NER	3
this_DATE	1-WORD&NER	26
this_TIME	1-WORD&NER	3
thousands_CARDINAL	1-WORD&NER	17
three_CARDINAL	1-WORD&NER	24
three_DATE	1-WORD&NER	8
today_DATE	1-WORD&NER	47
tons_QUANTITY	1-WORD&NER	3
to_CARDINAL	1-WORD&NER	3
to_DATE	1-WORD&NER	6
trump_ORG	1-WORD&NER	83
trump_PERSON	1-WORD&NER	45
trump_WORK_OF_ART	1-WORD&NER	5
two_CARDINAL	1-WORD&NER	65
two_DATE	1-WORD&NER	14
u.s._GPE	1-WORD&NER	15
united_GPE	1-WORD&NER	34
united_ORG	1-WORD&NER	4
university_ORG	1-WORD&NER	6
un_ORG	1-WORD&NER	8
us_GPE	1-WORD&NER	46
vietnam_GPE	1-WORD&NER	4
war_EVENT	1-WORD&NER	8
washington_GPE	1-WORD&NER	4
week_DATE	1-WORD&NER	15
west_LOC	1-WORD&NER	4
white_ORG	1-WORD&NER	5
who_ORG	1-WORD&NER	4
wolf_PERSON	1-WORD&NER	4
years_DATE	1-WORD&NER	96
year_DATE	1-WORD&NER	60
’s_GPE	1-WORD&NER	8
's_AUX	1-WORD&POS	481
's_PART	1-WORD&POS	179
's_PRON	1-WORD&POS	8
's_VERB	1-WORD&POS	48
'_PART	1-WORD&POS	15
'_PUNCT	1-WORD&POS	11
-_ADJ	1-WORD&POS	15
-_NOUN	1-WORD&POS	8
-_PUNCT	1-WORD&POS	198
-_VERB	1-WORD&POS	6
...._PUNCT	1-WORD&POS	6
._X	1-WORD&POS	10
/_SYM	1-WORD&POS	15
911_NUM	1-WORD&POS	4
about_ADP	1-WORD&POS	756
about_ADV	1-WORD&POS	24
abuse_NOUN	1-WORD&POS	11
abuse_VERB	1-WORD&POS	4
accepted_VERB	1-WORD&POS	6
accept_VERB	1-WORD&POS	9
access_NOUN	1-WORD&POS	16
accounts_NOUN	1-WORD&POS	12
account_NOUN	1-WORD&POS	16
across_ADP	1-WORD&POS	31
action_NOUN	1-WORD&POS	11
acts_NOUN	1-WORD&POS	27
acts_VERB	1-WORD&POS	3
act_NOUN	1-WORD&POS	20
act_VERB	1-WORD&POS	17
admit_VERB	1-WORD&POS	4
advance_VERB	1-WORD&POS	4
affected_VERB	1-WORD&POS	28
affects_VERB	1-WORD&POS	17
affect_VERB	1-WORD&POS	19
after_ADP	1-WORD&POS	112
after_ADV	1-WORD&POS	7
after_SCONJ	1-WORD&POS	40
age_NOUN	1-WORD&POS	34
age_VERB	1-WORD&POS	4
aid_NOUN	1-WORD&POS	12
airstrikes_NOUN	1-WORD&POS	6
alarmed_ADJ	1-WORD&POS	3
alarming_ADJ	1-WORD&POS	15
alert_NOUN	1-WORD&POS	3
all_ADV	1-WORD&POS	110
all_DET	1-WORD&POS	255
all_PRON	1-WORD&POS	197
alone_ADJ	1-WORD&POS	6
alone_ADV	1-WORD&POS	19
along_ADP	1-WORD&POS	23
along_ADV	1-WORD&POS	8
americans_PROPN	1-WORD&POS	28
american_ADJ	1-WORD&POS	29
american_PROPN	1-WORD&POS	13
amounts_NOUN	1-WORD&POS	8
angry_ADJ	1-WORD&POS	24
another_DET	1-WORD&POS	133
another_PRON	1-WORD&POS	13
answer_NOUN	1-WORD&POS	9
anymore_ADV	1-WORD&POS	26
anytime_ADV	1-WORD&POS	6
anytime_NOUN	1-WORD&POS	3
anyways_ADV	1-WORD&POS	8
anyways_PROPN	1-WORD&POS	3
anyway_ADV	1-WORD&POS	26
any_DET	1-WORD&POS	161
any_PRON	1-WORD&POS	26
an_DET	1-WORD&POS	448
appalling_ADJ	1-WORD&POS	4
appeal_NOUN	1-WORD&POS	3
approach_VERB	1-WORD&POS	3
are_AUX	1-WORD&POS	901
are_VERB	1-WORD&POS	132
armed_ADJ	1-WORD&POS	7
around_ADP	1-WORD&POS	63
around_ADV	1-WORD&POS	36
arrest_NOUN	1-WORD&POS	5
aside_ADP	1-WORD&POS	3
aside_ADV	1-WORD&POS	5
assault_NOUN	1-WORD&POS	10
asshole_ADJ	1-WORD&POS	3
ass_NOUN	1-WORD&POS	4
ass_PROPN	1-WORD&POS	3
as_ADP	1-WORD&POS	289
as_ADV	1-WORD&POS	151
as_SCONJ	1-WORD&POS	204
attack_NOUN	1-WORD&POS	23
attack_VERB	1-WORD&POS	12
attempt_NOUN	1-WORD&POS	9
attorney_NOUN	1-WORD&POS	4
attorney_PROPN	1-WORD&POS	3
at_ADP	1-WORD&POS	347
at_ADV	1-WORD&POS	56
away_ADP	1-WORD&POS	9
away_ADV	1-WORD&POS	84
a_DET	1-WORD&POS	1465
a_PRON	1-WORD&POS	8
back_ADJ	1-WORD&POS	3
back_ADP	1-WORD&POS	5
back_ADV	1-WORD&POS	88
back_NOUN	1-WORD&POS	11
back_VERB	1-WORD&POS	4
ban_NOUN	1-WORD&POS	4
ban_VERB	1-WORD&POS	4
barrier_PROPN	1-WORD&POS	3
bear_NOUN	1-WORD&POS	6
bear_VERB	1-WORD&POS	6
beating_VERB	1-WORD&POS	4
become_AUX	1-WORD&POS	4
become_VERB	1-WORD&POS	53
becoming_VERB	1-WORD&POS	29
been_AUX	1-WORD&POS	278
before_ADP	1-WORD&POS	45
before_ADV	1-WORD&POS	22
before_SCONJ	1-WORD&POS	49
beginning_NOUN	1-WORD&POS	8
beginning_VERB	1-WORD&POS	3
behind_ADP	1-WORD&POS	19
behind_ADV	1-WORD&POS	9
being_AUX	1-WORD&POS	284
being_NOUN	1-WORD&POS	12
benefit_VERB	1-WORD&POS	5
besides_SCONJ	1-WORD&POS	5
best_ADJ	1-WORD&POS	48
better_ADJ	1-WORD&POS	101
better_ADV	1-WORD&POS	26
beyond_ADP	1-WORD&POS	14
biased_ADJ	1-WORD&POS	3
big_ADJ	1-WORD&POS	62
big_PROPN	1-WORD&POS	3
bite_VERB	1-WORD&POS	4
blacks_NOUN	1-WORD&POS	5
blame_NOUN	1-WORD&POS	6
blame_VERB	1-WORD&POS	22
block_VERB	1-WORD&POS	4
blow_VERB	1-WORD&POS	3
board_NOUN	1-WORD&POS	5
bombing_NOUN	1-WORD&POS	8
bombs_NOUN	1-WORD&POS	3
bomb_NOUN	1-WORD&POS	6
borders_NOUN	1-WORD&POS	4
born_VERB	1-WORD&POS	16
bothered_VERB	1-WORD&POS	3
both_CCONJ	1-WORD&POS	11
both_DET	1-WORD&POS	22
both_PRON	1-WORD&POS	22
boy_NOUN	1-WORD&POS	18
breaking_NOUN	1-WORD&POS	4
breaking_VERB	1-WORD&POS	5
breaks_VERB	1-WORD&POS	9
break_NOUN	1-WORD&POS	5
break_VERB	1-WORD&POS	6
broken_ADJ	1-WORD&POS	3
broke_VERB	1-WORD&POS	11
brother_NOUN	1-WORD&POS	4
buddy_NOUN	1-WORD&POS	3
building_NOUN	1-WORD&POS	14
building_VERB	1-WORD&POS	5
build_VERB	1-WORD&POS	9
burning_VERB	1-WORD&POS	4
burns_NOUN	1-WORD&POS	3
but_CCONJ	1-WORD&POS	715
but_SCONJ	1-WORD&POS	8
by_ADP	1-WORD&POS	323
calls_NOUN	1-WORD&POS	3
call_NOUN	1-WORD&POS	10
call_VERB	1-WORD&POS	18
came_VERB	1-WORD&POS	27
campaign_NOUN	1-WORD&POS	16
capital_NOUN	1-WORD&POS	6
care_NOUN	1-WORD&POS	61
care_VERB	1-WORD&POS	75
caring_VERB	1-WORD&POS	4
carry_VERB	1-WORD&POS	6
catch_VERB	1-WORD&POS	12
causes_NOUN	1-WORD&POS	4
causes_VERB	1-WORD&POS	9
cause_NOUN	1-WORD&POS	21
cause_SCONJ	1-WORD&POS	5
cause_VERB	1-WORD&POS	41
central_PROPN	1-WORD&POS	3
ceo_NOUN	1-WORD&POS	4
chance_NOUN	1-WORD&POS	32
change_NOUN	1-WORD&POS	65
change_VERB	1-WORD&POS	34
charge_NOUN	1-WORD&POS	8
check_VERB	1-WORD&POS	29
choice_NOUN	1-WORD&POS	16
civilian_ADJ	1-WORD&POS	6
civilian_NOUN	1-WORD&POS	3
claims_NOUN	1-WORD&POS	6
claims_VERB	1-WORD&POS	6
claim_VERB	1-WORD&POS	6
clean_ADJ	1-WORD&POS	14
clean_VERB	1-WORD&POS	3
clear_ADJ	1-WORD&POS	14
climate_NOUN	1-WORD&POS	58
climate_PROPN	1-WORD&POS	3
close_ADJ	1-WORD&POS	12
close_ADV	1-WORD&POS	6
close_VERB	1-WORD&POS	6
coconut_NOUN	1-WORD&POS	4
cold_ADJ	1-WORD&POS	5
comes_VERB	1-WORD&POS	33
commissioner_PROPN	1-WORD&POS	3
company_NOUN	1-WORD&POS	29
complete_ADJ	1-WORD&POS	5
complete_VERB	1-WORD&POS	3
complex_NOUN	1-WORD&POS	3
concerned_ADJ	1-WORD&POS	16
concerned_VERB	1-WORD&POS	8
concerns_NOUN	1-WORD&POS	6
concerns_VERB	1-WORD&POS	4
concern_NOUN	1-WORD&POS	12
condition_NOUN	1-WORD&POS	12
confederate_PROPN	1-WORD&POS	3
conflicting_VERB	1-WORD&POS	4
conservative_ADJ	1-WORD&POS	6
control_NOUN	1-WORD&POS	45
control_VERB	1-WORD&POS	10
cool_ADJ	1-WORD&POS	6
cop_NOUN	1-WORD&POS	12
corporate_ADJ	1-WORD&POS	3
correct_ADJ	1-WORD&POS	9
costs_NOUN	1-WORD&POS	6
cost_NOUN	1-WORD&POS	12
cost_VERB	1-WORD&POS	5
country_NOUN	1-WORD&POS	195
counts_NOUN	1-WORD&POS	5
county_NOUN	1-WORD&POS	3
county_PROPN	1-WORD&POS	6
count_NOUN	1-WORD&POS	3
count_VERB	1-WORD&POS	5
course_ADV	1-WORD&POS	17
course_NOUN	1-WORD&POS	31
court_PROPN	1-WORD&POS	3
cover_NOUN	1-WORD&POS	3
cover_VERB	1-WORD&POS	3
cowardly_ADJ	1-WORD&POS	3
co_NOUN	1-WORD&POS	3
crap_NOUN	1-WORD&POS	9
crazy_ADJ	1-WORD&POS	81
creating_VERB	1-WORD&POS	10
criminal_ADJ	1-WORD&POS	8
criminal_NOUN	1-WORD&POS	5
crossing_VERB	1-WORD&POS	5
cruelty_NOUN	1-WORD&POS	3
cut_VERB	1-WORD&POS	10
daily_ADJ	1-WORD&POS	8
daily_ADV	1-WORD&POS	5
damage_NOUN	1-WORD&POS	32
damaging_VERB	1-WORD&POS	5
dead_ADJ	1-WORD&POS	54
dealing_VERB	1-WORD&POS	8
deal_NOUN	1-WORD&POS	27
deal_VERB	1-WORD&POS	29
dear_ADJ	1-WORD&POS	9
dear_PROPN	1-WORD&POS	3
dedicated_VERB	1-WORD&POS	3
defenseless_ADJ	1-WORD&POS	6
demand_NOUN	1-WORD&POS	3
democrats_PROPN	1-WORD&POS	6
depressed_ADJ	1-WORD&POS	6
desire_NOUN	1-WORD&POS	3
did_AUX	1-WORD&POS	231
did_VERB	1-WORD&POS	61
die_VERB	1-WORD&POS	69
dint_VERB	1-WORD&POS	3
disgusted_ADJ	1-WORD&POS	5
disgusted_VERB	1-WORD&POS	3
disgusting_ADJ	1-WORD&POS	36
disregard_NOUN	1-WORD&POS	4
distressing_ADJ	1-WORD&POS	7
disturbed_ADJ	1-WORD&POS	7
disturbed_VERB	1-WORD&POS	11
disturbing_ADJ	1-WORD&POS	30
disturbing_VERB	1-WORD&POS	15
divide_NOUN	1-WORD&POS	6
divide_VERB	1-WORD&POS	3
does_AUX	1-WORD&POS	144
does_VERB	1-WORD&POS	19
dogs_NOUN	1-WORD&POS	8
doing_NOUN	1-WORD&POS	3
doing_VERB	1-WORD&POS	102
dollar_NOUN	1-WORD&POS	4
doubt_ADV	1-WORD&POS	3
doubt_NOUN	1-WORD&POS	3
doubt_VERB	1-WORD&POS	8
down_ADP	1-WORD&POS	88
down_ADV	1-WORD&POS	19
do_AUX	1-WORD&POS	463
do_VERB	1-WORD&POS	328
dream_NOUN	1-WORD&POS	4
dream_VERB	1-WORD&POS	3
drinking_NOUN	1-WORD&POS	4
drinking_VERB	1-WORD&POS	6
drink_VERB	1-WORD&POS	7
drive_VERB	1-WORD&POS	11
driving_NOUN	1-WORD&POS	7
driving_VERB	1-WORD&POS	9
drop_VERB	1-WORD&POS	5
drunk_ADJ	1-WORD&POS	4
dude_NOUN	1-WORD&POS	4
dude_VERB	1-WORD&POS	5
due_ADJ	1-WORD&POS	17
due_ADP	1-WORD&POS	47
dying_NOUN	1-WORD&POS	4
dying_VERB	1-WORD&POS	35
d_PROPN	1-WORD&POS	4
each_DET	1-WORD&POS	45
each_PRON	1-WORD&POS	4
early_ADJ	1-WORD&POS	11
early_ADV	1-WORD&POS	5
earn’t_VERB	1-WORD&POS	3
earth_NOUN	1-WORD&POS	23
earth_PROPN	1-WORD&POS	15
easier_ADJ	1-WORD&POS	8
educated_VERB	1-WORD&POS	7
education_NOUN	1-WORD&POS	14
effect_NOUN	1-WORD&POS	7
effect_VERB	1-WORD&POS	5
either_ADV	1-WORD&POS	23
either_CCONJ	1-WORD&POS	20
either_DET	1-WORD&POS	9
elect_PROPN	1-WORD&POS	3
elephant_NOUN	1-WORD&POS	6
endangered_ADJ	1-WORD&POS	4
endangered_VERB	1-WORD&POS	12
ended_VERB	1-WORD&POS	15
ending_NOUN	1-WORD&POS	5
ending_VERB	1-WORD&POS	10
end_NOUN	1-WORD&POS	43
end_VERB	1-WORD&POS	40
enjoy_VERB	1-WORD&POS	22
enough_ADJ	1-WORD&POS	52
enough_ADV	1-WORD&POS	46
entertainment_NOUN	1-WORD&POS	6
escaped_VERB	1-WORD&POS	7
evacuate_VERB	1-WORD&POS	3
everyday_ADJ	1-WORD&POS	7
everyday_ADV	1-WORD&POS	7
everyday_NOUN	1-WORD&POS	3
every_DET	1-WORD&POS	85
every_PRON	1-WORD&POS	4
evil_ADJ	1-WORD&POS	9
evil_NOUN	1-WORD&POS	3
exist_VERB	1-WORD&POS	8
experience_NOUN	1-WORD&POS	17
experience_VERB	1-WORD&POS	14
extinct_ADJ	1-WORD&POS	15
extreme_ADJ	1-WORD&POS	10
extremist_NOUN	1-WORD&POS	3
e_PROPN	1-WORD&POS	3
face_NOUN	1-WORD&POS	19
face_VERB	1-WORD&POS	23
fallen_VERB	1-WORD&POS	4
family_NOUN	1-WORD&POS	137
family_PROPN	1-WORD&POS	3
far_ADV	1-WORD&POS	58
fast_ADV	1-WORD&POS	5
father_NOUN	1-WORD&POS	28
fat_ADJ	1-WORD&POS	5
fault_NOUN	1-WORD&POS	21
fault_VERB	1-WORD&POS	3
fear_NOUN	1-WORD&POS	27
fear_VERB	1-WORD&POS	12
feeling_NOUN	1-WORD&POS	17
feeling_VERB	1-WORD&POS	25
felt_VERB	1-WORD&POS	46
few_ADJ	1-WORD&POS	50
fighting_NOUN	1-WORD&POS	8
fighting_VERB	1-WORD&POS	22
fight_NOUN	1-WORD&POS	8
fight_VERB	1-WORD&POS	19
figures_NOUN	1-WORD&POS	5
figure_NOUN	1-WORD&POS	4
figure_VERB	1-WORD&POS	20
fine_NOUN	1-WORD&POS	3
fire_NOUN	1-WORD&POS	33
fire_VERB	1-WORD&POS	3
first_ADJ	1-WORD&POS	46
first_ADV	1-WORD&POS	30
fish_NOUN	1-WORD&POS	13
fish_VERB	1-WORD&POS	3
fix_NOUN	1-WORD&POS	4
fix_VERB	1-WORD&POS	16
flee_VERB	1-WORD&POS	6
flooding_NOUN	1-WORD&POS	3
focused_VERB	1-WORD&POS	9
focus_NOUN	1-WORD&POS	4
focus_VERB	1-WORD&POS	12
following_VERB	1-WORD&POS	9
font_AUX	1-WORD&POS	5
font_VERB	1-WORD&POS	22
food_NOUN	1-WORD&POS	56
force_NOUN	1-WORD&POS	18
force_VERB	1-WORD&POS	6
form_NOUN	1-WORD&POS	9
form_VERB	1-WORD&POS	4
for_ADP	1-WORD&POS	876
for_SCONJ	1-WORD&POS	108
four_NUM	1-WORD&POS	18
freaking_NOUN	1-WORD&POS	3
freak_NOUN	1-WORD&POS	3
friend_NOUN	1-WORD&POS	50
friend_PROPN	1-WORD&POS	4
front_NOUN	1-WORD&POS	10
fucking_ADJ	1-WORD&POS	4
fuck_NOUN	1-WORD&POS	6
funding_NOUN	1-WORD&POS	3
funny_ADJ	1-WORD&POS	16
fun_ADJ	1-WORD&POS	3
fun_NOUN	1-WORD&POS	12
further_ADJ	1-WORD&POS	6
further_ADV	1-WORD&POS	19
future_ADJ	1-WORD&POS	10
future_NOUN	1-WORD&POS	39
gain_VERB	1-WORD&POS	6
gay_ADJ	1-WORD&POS	10
general_ADJ	1-WORD&POS	13
general_NOUN	1-WORD&POS	7
general_PROPN	1-WORD&POS	4
gets_AUX	1-WORD&POS	8
gets_VERB	1-WORD&POS	33
getting_AUX	1-WORD&POS	24
getting_VERB	1-WORD&POS	74
get_AUX	1-WORD&POS	52
get_VERB	1-WORD&POS	278
girl_NOUN	1-WORD&POS	20
girl_PROPN	1-WORD&POS	3
god_PROPN	1-WORD&POS	28
good_ADJ	1-WORD&POS	146
good_NOUN	1-WORD&POS	6
gorilla_NOUN	1-WORD&POS	3
gosh_PROPN	1-WORD&POS	3
got_AUX	1-WORD&POS	37
got_VERB	1-WORD&POS	64
government_NOUN	1-WORD&POS	103
government_PROPN	1-WORD&POS	4
graffiti_NOUN	1-WORD&POS	3
great_ADJ	1-WORD&POS	62
great_PROPN	1-WORD&POS	4
group_NOUN	1-WORD&POS	32
grown_VERB	1-WORD&POS	6
guarantee_VERB	1-WORD&POS	3
guardianship_PROPN	1-WORD&POS	8
guess_VERB	1-WORD&POS	76
guilt_NOUN	1-WORD&POS	5
gun_NOUN	1-WORD&POS	35
guy_NOUN	1-WORD&POS	79
had_AUX	1-WORD&POS	97
had_VERB	1-WORD&POS	203
half_DET	1-WORD&POS	7
half_NOUN	1-WORD&POS	5
handle_VERB	1-WORD&POS	9
handling_NOUN	1-WORD&POS	3
hand_NOUN	1-WORD&POS	32
harder_ADJ	1-WORD&POS	6
harder_ADV	1-WORD&POS	4
hard_ADJ	1-WORD&POS	91
hard_ADV	1-WORD&POS	30
hard_NOUN	1-WORD&POS	4
harm_NOUN	1-WORD&POS	16
harm_VERB	1-WORD&POS	15
has_AUX	1-WORD&POS	252
has_VERB	1-WORD&POS	139
hate_NOUN	1-WORD&POS	22
hate_VERB	1-WORD&POS	54
have_AUX	1-WORD&POS	425
have_VERB	1-WORD&POS	541
having_VERB	1-WORD&POS	93
ha_INTJ	1-WORD&POS	7
heads_NOUN	1-WORD&POS	6
health_NOUN	1-WORD&POS	66
health_PROPN	1-WORD&POS	3
hearing_NOUN	1-WORD&POS	6
hearing_VERB	1-WORD&POS	23
heartbroken_ADJ	1-WORD&POS	3
heated_ADJ	1-WORD&POS	3
hell_NOUN	1-WORD&POS	11
helping_VERB	1-WORD&POS	21
help_NOUN	1-WORD&POS	53
help_VERB	1-WORD&POS	134
hey_INTJ	1-WORD&POS	83
hidden_VERB	1-WORD&POS	4
hiding_VERB	1-WORD&POS	5
highest_ADJ	1-WORD&POS	7
high_ADJ	1-WORD&POS	40
hit_NOUN	1-WORD&POS	3
hit_VERB	1-WORD&POS	22
holocaust_NOUN	1-WORD&POS	3
homeless_ADJ	1-WORD&POS	4
home_ADV	1-WORD&POS	16
home_NOUN	1-WORD&POS	36
honor_VERB	1-WORD&POS	3
hopeless_ADJ	1-WORD&POS	5
hope_NOUN	1-WORD&POS	14
hope_PROPN	1-WORD&POS	3
hope_VERB	1-WORD&POS	161
horrifying_VERB	1-WORD&POS	12
house_NOUN	1-WORD&POS	22
house_PROPN	1-WORD&POS	8
house_VERB	1-WORD&POS	3
hug_VERB	1-WORD&POS	3
human_ADJ	1-WORD&POS	70
human_NOUN	1-WORD&POS	6
human_PROPN	1-WORD&POS	3
hunt_VERB	1-WORD&POS	6
hurt_VERB	1-WORD&POS	47
imagine_VERB	1-WORD&POS	131
immigration_NOUN	1-WORD&POS	15
impact_NOUN	1-WORD&POS	21
important_ADJ	1-WORD&POS	59
increase_NOUN	1-WORD&POS	9
increase_VERB	1-WORD&POS	3
incredibly_ADV	1-WORD&POS	12
indian_ADJ	1-WORD&POS	8
individual_ADJ	1-WORD&POS	3
individual_NOUN	1-WORD&POS	14
infected_ADJ	1-WORD&POS	3
infected_VERB	1-WORD&POS	4
influence_NOUN	1-WORD&POS	8
influence_VERB	1-WORD&POS	3
injured_VERB	1-WORD&POS	34
insane_ADJ	1-WORD&POS	14
inside_ADP	1-WORD&POS	7
inside_ADV	1-WORD&POS	5
inst_ADP	1-WORD&POS	3
interested_VERB	1-WORD&POS	3
interest_NOUN	1-WORD&POS	12
involved_ADJ	1-WORD&POS	5
involved_VERB	1-WORD&POS	54
in_ADP	1-WORD&POS	1275
in_ADV	1-WORD&POS	21
isis_NOUN	1-WORD&POS	5
islamic_ADJ	1-WORD&POS	3
islamic_PROPN	1-WORD&POS	9
isolated_ADJ	1-WORD&POS	3
is_AUX	1-WORD&POS	1227
is_VERB	1-WORD&POS	155
ivory_NOUN	1-WORD&POS	4
jail_NOUN	1-WORD&POS	18
jerk_NOUN	1-WORD&POS	4
judge_NOUN	1-WORD&POS	6
judgment_NOUN	1-WORD&POS	4
jungle_NOUN	1-WORD&POS	7
justice_NOUN	1-WORD&POS	28
keeping_VERB	1-WORD&POS	9
killers_NOUN	1-WORD&POS	3
killing_NOUN	1-WORD&POS	5
killing_VERB	1-WORD&POS	50
kinda_ADJ	1-WORD&POS	4
kind_ADJ	1-WORD&POS	3
kind_ADV	1-WORD&POS	38
kind_NOUN	1-WORD&POS	87
knowing_NOUN	1-WORD&POS	3
knowing_VERB	1-WORD&POS	24
known_VERB	1-WORD&POS	24
know_VERB	1-WORD&POS	345
lack_NOUN	1-WORD&POS	19
land_NOUN	1-WORD&POS	27
last_ADJ	1-WORD&POS	37
last_VERB	1-WORD&POS	4
later_ADV	1-WORD&POS	28
late_ADJ	1-WORD&POS	14
laugh_NOUN	1-WORD&POS	3
laugh_VERB	1-WORD&POS	4
leading_VERB	1-WORD&POS	5
leads_VERB	1-WORD&POS	8
